Country or Area	Year	Scope	Value	Value Footnotes
Maldives	2004	Male	115.22562582	29
Maldives	2003	Male	99.300065876	29
Maldives	2002	Male	105.7312253	29
Maldives	2001	Male	102.0668643	29
Maldives	2000	Male	100	29
Maldives	1999	Male	105.03952569	29
Maldives	1998	Male	100.79874835	29
Maldives	1997	Male	105.81357049	29
Maldives	1996	Male	88.554018445	29
Maldives	1995	Male	81.019433465	29
Maldives	1994	Male	72.340250329	29
Maldives	1993	Male	69.631093544	29
Maldives	1992	Male	59.057971014	29
Maldives	1991	Male	51.581027668	29
Maldives	1990	Male	45.783926219	29
Maldives	1989	Male	42.951251647	29
Maldives	1988	Male	41.82312253	29
Maldives	1987	Male	41.024374177	29
Mali	2008	Bamako	132.60188088	131
Mali	2007	Bamako	117.3354232	131
Mali	2006	Bamako	114.62904911	131
Mali	2005	Bamako	115.06792059	131
Mali	2004	Bamako	103.34378265	131
Mali	2003	Bamako	111.07628004	131
Mali	2002	Bamako	115.830721	131
Mali	2001	Bamako	108.04597701	131
Mali	2000	Bamako	100	131
Mali	1999	Bamako	104.70219436	131
Mali	1998	Bamako	108.77742947	14,131
Mali	1997	Bamako	144.38305709	131
Mali	1996	Bamako	146.7771639	131
Mali	1995	Bamako	134.62246777	131
Mali	1994	Bamako	117.40331492	131
Mali	1993	Bamako	92.725598527	131
Mali	1992	Bamako	93.554327808	131
Mali	1991	Bamako	103.86740331	131
Mali	1990	Bamako	100	65,131
Mali	1988	Bamako	100	131
Mali	1987	Bamako	92.065157153	131
Mali	1986	Bamako	107.14808804	131
Mali	1985	Bamako	111.8033014	131
Mali	1984	Bamako	103.79126752	131
Mali	1983	Bamako	92.183912596	131
Mali	1982	Bamako	83.920513024	131
Mali	1981	Bamako	82.035270367	131
Mali	1980	Bamako	73.097933655	131
Mali	1979	Bamako	59.842846964	131
Mali	1978	Bamako	62.396088987	131
Mali	1977	Bamako	46.849022247	131
Mali	1976	Bamako	37.47723854	131
Mali	1975	Bamako	34.676589344	131
Mali	1974	Bamako	32.756709683	131
Mali	1973	Bamako	32.083762172	131
Mali	1972	Bamako	24.829783865	131
Mali	1971	Bamako	23.058348508	131
Mali	1970	Bamako	19.099833742	131
Mali	1969	Bamako	18.842530283	131
Malta	2008	Not applicable	128.06077243	
Malta	2007	Not applicable	118.53762037	
Malta	2006	Not applicable	113.60522547	
Malta	2005	Not applicable	111.37390396	
Malta	2004	Not applicable	109.46286784	
Malta	2003	Not applicable	109.21731571	2
Malta	2002	Not applicable	107.37033667	
Malta	2001	Not applicable	106.00545951	
Malta	2000	Not applicable	100	
Malta	1999	Not applicable	98.453139217	
Malta	1998	Not applicable	97.634212921	
Malta	1997	Not applicable	95.723384895	
Malta	1996	Not applicable	94.358507734	
Malta	1995	Not applicable	90.991810737	2
Malta	1994	Not applicable	88.087816777	
Malta	1993	Not applicable	85.02248982	
Malta	1992	Not applicable	80.827831878	
Malta	1991	Not applicable	80.66649888	2
Malta	1990	Not applicable	79.450038954	
Malta	1989	Not applicable	76.256831647	
Malta	1988	Not applicable	76.713004119	
Malta	1987	Not applicable	76.636975374	
Malta	1986	Not applicable	76.104774156	
Malta	1985	Not applicable	74.356113011	
Malta	1984	Not applicable	75.192429211	
Malta	1983	Not applicable	76.02874541	2
Malta	1982	Not applicable	77.616523969	
Malta	1981	Not applicable	72.181151786	
Malta	1980	Not applicable	63.895163214	
Malta	1979	Not applicable	52.765943269	
Malta	1978	Not applicable	50.192265001	
Malta	1977	Not applicable	46.651149564	
Malta	1976	Not applicable	39.214437895	
Malta	1975	Not applicable	39.602151264	
Malta	1974	Not applicable	36.925082764	2
Malta	1973	Not applicable	34.347793882	
Malta	1972	Not applicable	30.156688598	
Malta	1971	Not applicable	28.904174375	
Malta	1970	Not applicable	28.711479879	
Malta	1969	Not applicable	27.86844146	
Marshall Islands	2008	Majuro	129.38067219	
Marshall Islands	2007	Majuro	110.81081081	
Marshall Islands	2006	Majuro	109.36471527	
Marshall Islands	2005	Majuro	106.31295502	
Marshall Islands	2004	Majuro	106.01376284	
Marshall Islands	2003	Majuro	102.49326818	
Marshall Islands	2002	Majuro	102.66281041	
Marshall Islands	2001	Majuro	100.27924604	
Marshall Islands	2000	Majuro	100	
Marshall Islands	1999	Majuro	100.15956916	
Marshall Islands	1998	Majuro	99.252019547	
Marshall Islands	1997	Majuro	97.137728134	
Marshall Islands	1996	Majuro	92.2908148	
Marshall Islands	1995	Majuro	81.569761644	
Marshall Islands	1994	Majuro	79.186197267	
Marshall Islands	1993	Majuro	78.029320834	
Marshall Islands	1992	Majuro	76.064625511	
Martinique	2008	Not applicable	131.17717959	
Martinique	2007	Not applicable	124.54801125	
Martinique	2006	Not applicable	120.53033347	
Martinique	2005	Not applicable	118.27038971	
Martinique	2004	Not applicable	114.58417035	
Martinique	2003	Not applicable	112.4949779	
Martinique	2002	Not applicable	108.78867015	
Martinique	2001	Not applicable	103.7967055	
Martinique	2000	Not applicable	100	
Martinique	1999	Not applicable	100.23101647	132
Martinique	1998	Not applicable	100.30090271	
Martinique	1997	Not applicable	97.599194891	
Martinique	1996	Not applicable	95.995055875	
Martinique	1995	Not applicable	95.235200551	
Martinique	1994	Not applicable	93.715489904	
Martinique	1993	Not applicable	92.026922518	
Martinique	1992	Not applicable	89.831784917	
Martinique	1991	Not applicable	86.876791992	
Martinique	1990	Not applicable	84.428369283	2
Martinique	1989	Not applicable	81.286473861	
Martinique	1988	Not applicable	80.118333256	
Martinique	1987	Not applicable	79.312719045	
Martinique	1986	Not applicable	76.090262202	
Martinique	1985	Not applicable	73.794261701	
Martinique	1984	Not applicable	68.598050042	
Martinique	1983	Not applicable	63.200434831	
Martinique	1982	Not applicable	57.077766829	
Martinique	1981	Not applicable	51.277344512	
Martinique	1980	Not applicable	44.912992247	133
Martinique	1979	Not applicable	40.280710536	
Martinique	1978	Not applicable	36.947230682	
Martinique	1977	Not applicable	34.297183936	
Martinique	1976	Not applicable	31.172918299	
Martinique	1975	Not applicable	28.494976324	
Martinique	1974	Not applicable	25.496239217	
Martinique	1973	Not applicable	20.851683605	
Martinique	1972	Not applicable	19.317446015	
Martinique	1971	Not applicable	18.522431992	
Martinique	1970	Not applicable	17.183461004	
Martinique	1969	Not applicable	15.942123318	
Mauritania	2008	Not applicable	190.57203984	134
Mauritania	2007	Not applicable	173.86222058	134
Mauritania	2006	Not applicable	157.30815197	134
Mauritania	2005	Not applicable	149.25361859	134
Mauritania	2004	Not applicable	131.21991885	2,134
Mauritania	2003	Not applicable	117.92696422	13,134
Mauritania	2002	Not applicable	111.25046108	134
Mauritania	2001	Not applicable	106.5289561	134
Mauritania	2000	Not applicable	100	134
Mauritania	1999	Not applicable	96.274437477	134
Mauritania	1998	Not applicable	92.91774253	134
Mauritania	1997	Not applicable	85.429730727	134
Mauritania	1996	Not applicable	81.962375507	134
Mauritania	1995	Not applicable	76.244928071	134
Mauritania	1994	Not applicable	70.60125415	134
Mauritania	1993	Not applicable	68.24050166	134
Mauritania	1992	Not applicable	62.26484692	134
Mauritania	1991	Not applicable	57.912209517	134
Mauritania	1990	Not applicable	56.399852453	14,134
Mauritania	1984	Not applicable	100	134
Mauritania	1983	Not applicable	91.258477769	134
Mauritania	1982	Not applicable	84.476262246	134
Mauritius	2008	Not applicable	190.65072664	
Mauritius	2007	Not applicable	168.92576884	100
Mauritius	2006	Not applicable	142.43212479	
Mauritius	2005	Not applicable	129.49363406	
Mauritius	2004	Not applicable	122.31766442	
Mauritius	2003	Not applicable	115.3591484	
Mauritius	2002	Not applicable	112.20607083	2
Mauritius	2001	Not applicable	104.04721754	
Mauritius	2000	Not applicable	100	
Mauritius	1999	Not applicable	98.735244519	
Mauritius	1998	Not applicable	92.833052277	
Mauritius	1997	Not applicable	85.919055649	2
Mauritius	1996	Not applicable	81.741764086	
Mauritius	1995	Not applicable	77.602940588	
Mauritius	1994	Not applicable	73.176698792	
Mauritius	1993	Not applicable	66.968463545	
Mauritius	1992	Not applicable	58.863267528	135
Mauritius	1991	Not applicable	57.089542877	
Mauritius	1990	Not applicable	54.793716756	
Mauritius	1989	Not applicable	49.436789141	
Mauritius	1988	Not applicable	43.391113688	
Mauritius	1987	Not applicable	38.837725215	2
Mauritius	1986	Not applicable	37.87335732	
Mauritius	1985	Not applicable	37.055105773	
Mauritius	1984	Not applicable	34.571127862	
Mauritius	1983	Not applicable	31.707247448	
Mauritius	1982	Not applicable	29.573948772	2
Mauritius	1981	Not applicable	26.999768906	
Mauritius	1980	Not applicable	23.586942207	
Mauritius	1979	Not applicable	15.596501538	
Mauritius	1978	Not applicable	13.639658925	
Mauritius	1977	Not applicable	12.789364219	
Mauritius	1976	Not applicable	11.775999294	2
Mauritius	1975	Not applicable	11.078940404	
Mauritius	1974	Not applicable	9.5499348739	
Mauritius	1973	Not applicable	7.2081689288	
Mauritius	1972	Not applicable	6.232856431	
Mauritius	1971	Not applicable	5.8671142443	
Mauritius	1970	Not applicable	5.8620344917	
Mauritius	1969	Not applicable	5.7807584503	
Mexico	2008	Not applicable	154.05554206	26
Mexico	2007	Not applicable	142.64158622	26
Mexico	2006	Not applicable	134.14574732	26
Mexico	2005	Not applicable	129.40599809	26
Mexico	2004	Not applicable	122.88076442	26
Mexico	2003	Not applicable	115.10350085	26
Mexico	2002	Not applicable	109.59369299	2,26
Mexico	2001	Not applicable	105.36549055	26
Mexico	2000	Not applicable	100	26
Mexico	1999	Not applicable	94.074735745	26
Mexico	1998	Not applicable	81.223760607	26
Mexico	1997	Not applicable	69.868393628	26
Mexico	1996	Not applicable	58.701801399	26
Mexico	1995	Not applicable	41.453029626	26
Mexico	1994	Not applicable	29.775197261	2,26
Mexico	1993	Not applicable	28.282650324	26
Mexico	1992	Not applicable	26.535719146	26
Mexico	1991	Not applicable	23.856364528	26
Mexico	1990	Not applicable	19.863201374	26
Mexico	1989	Not applicable	15.841348268	26
Mexico	1988	Not applicable	13.170409369	26
Mexico	1987	Not applicable	6.2854903194	26
Mexico	1986	Not applicable	2.7193292846	26
Mexico	1985	Not applicable	1.4646220501	26
Mexico	1984	Not applicable	0.9164527004	26
Mexico	1983	Not applicable	0.5239741569	26
Mexico	1982	Not applicable	0.274180308	26
Mexico	1981	Not applicable	0.1785471347	26
Mexico	1980	Not applicable	0.1415370966	26
Mexico	1979	Not applicable	0.1132296773	26
Mexico	1978	Not applicable	0.0956331734	26
Mexico	1977	Not applicable	0.0821488959	26
Mexico	1976	Not applicable	0.0637873266	26
Mexico	1975	Not applicable	0.0566148386	26
Mexico	1974	Not applicable	0.0503030492	26
Mexico	1973	Not applicable	0.0387314352	26
Mexico	1972	Not applicable	0.0334716107	2,26
Mexico	1971	Not applicable	0.0321908092	26
Mexico	1970	Not applicable	0.0307392343	26
Mexico	1969	Not applicable	0.0292591971	26
Moldova, Republic of	2008	Not applicable	234.75771088	
Moldova, Republic of	2007	Not applicable	203.35888232	
Moldova, Republic of	2006	Not applicable	183.35734768	
Moldova, Republic of	2005	Not applicable	168.03818423	
Moldova, Republic of	2004	Not applicable	147.90052093	
Moldova, Republic of	2003	Not applicable	131.1757367	
Moldova, Republic of	2002	Not applicable	115.47007017	
Moldova, Republic of	2001	Not applicable	110.70613545	
Moldova, Republic of	2000	Not applicable	100	
Moldova, Republic of	1999	Not applicable	73.323045531	
Moldova, Republic of	1998	Not applicable	55.236122124	
Moldova, Republic of	1997	Not applicable	53.106660642	
Moldova, Republic of	1996	Not applicable	49.609944497	
Moldova, Republic of	1995	Not applicable	41.522651639	
Moldova, Republic of	1994	Not applicable	32.03201155	
Moldova, Republic of	1993	Not applicable	5.7924307918	
Moldova, Republic of	1992	Not applicable	0.4083859802	
Moldova, Republic of	1991	Not applicable	0.0284193445	
Mongolia	2005	Ulan Bator	139.38792092	26
Mongolia	2004	Ulan Bator	118.48876049	26
Mongolia	2003	Ulan Bator	105.45273991	26
Mongolia	2002	Ulan Bator	98.519454726	26
Mongolia	2001	Ulan Bator	101.52568385	26
Mongolia	2000	Ulan Bator	100	26
Mongolia	1999	Ulan Bator	87.027173422	2,26
Mongolia	1998	Ulan Bator	83.966778008	26
Mongolia	1997	Ulan Bator	82.221510105	26
Mongolia	1996	Ulan Bator	65.539264652	26
Montserrat	1987	Not applicable	100	136
Montserrat	1986	Not applicable	95.925297114	136
Montserrat	1985	Not applicable	90.152801358	136
Montserrat	1984	Not applicable	90.831918506	136
Montserrat	1983	Not applicable	84.719864177	2,136
Montserrat	1982	Not applicable	84.591594923	136
Montserrat	1981	Not applicable	77.167476726	136
Montserrat	1980	Not applicable	76.517189001	136
Montserrat	1979	Not applicable	61.83152454	136
Montserrat	1978	Not applicable	50.749537889	136
Montserrat	1977	Not applicable	46.116237847	136
Montserrat	1976	Not applicable	40.128171711	136
Montserrat	1975	Not applicable	36.795447119	136
Montserrat	1974	Not applicable	27.095321884	136,137
Morocco	2008	Not applicable	122.08045255	17,94
Morocco	2007	Not applicable	114.27404148	17,94
Morocco	2006	Not applicable	110.68510371	17,94
Morocco	2005	Not applicable	106.53676933	17,94
Morocco	2004	Not applicable	106.22250157	17,94
Morocco	2003	Not applicable	104.58830924	17,94
Morocco	2002	Not applicable	103.20553111	17,94
Morocco	2001	Not applicable	98.99434318	17,94
Morocco	2000	Not applicable	100	17,94
Morocco	1999	Not applicable	98.491514771	17,94
Morocco	1998	Not applicable	99.371464488	17,94
Morocco	1997	Not applicable	96.354494029	17,94
Morocco	1996	Not applicable	97.4230044	17,94
Morocco	1995	Not applicable	96.731615336	17,94
Morocco	1994	Not applicable	89.566310497	17,94
Morocco	1993	Not applicable	83.720930233	17,94
Morocco	1992	Not applicable	78.755499686	17,94
Morocco	1991	Not applicable	74.292897549	17,94
Morocco	1990	Not applicable	67.881835324	14,17,94
Morocco	1989	Not applicable	93.23794138	17,94
Morocco	1988	Not applicable	91.391645511	17,94
Morocco	1987	Not applicable	90.999307639	17,94
Morocco	1986	Not applicable	90.330025387	17,94
Morocco	1985	Not applicable	82.644818832	17,94
Morocco	1984	Not applicable	76.75975075	17,94
Morocco	1983	Not applicable	67.920609278	17,94
Morocco	1982	Not applicable	64.804984999	17,94
Morocco	1981	Not applicable	57.350565428	17,94
Morocco	1980	Not applicable	49.919224556	17,94
Morocco	1979	Not applicable	46.272790215	17,94
Morocco	1978	Not applicable	43.434110316	17,94
Morocco	1977	Not applicable	40.110777752	17,94
Morocco	1976	Not applicable	35.264251096	17,94
Morocco	1975	Not applicable	31.963997231	17,94
Morocco	1974	Not applicable	29.702284791	17,94
Mozambique	2007	Not applicable	224.5548584	
Mozambique	2006	Not applicable	203.56113278	
Mozambique	2005	Not applicable	173.91894183	
Mozambique	2004	Not applicable	164.94827879	
Mozambique	2003	Not applicable	148.80447685	
Mozambique	2002	Not applicable	132.28760387	
Mozambique	2002	Maputo	126.42694584	138
Mozambique	2001	Maputo	107.94720073	138
Mozambique	2001	Not applicable	110.64948279	
Mozambique	2000	Not applicable	100	
Mozambique	2000	Maputo	100	138
Mozambique	1999	Maputo	89.39462904	138
Mozambique	1999	Not applicable	93.064269968	
Mozambique	1998	Not applicable	99.287773444	
Mozambique	1998	Maputo	94.610832954	138
Mozambique	1997	Maputo	95.912608102	138
Mozambique	1997	Not applicable	101.91622859	
Mozambique	1996	Not applicable	96.218416144	
Mozambique	1996	Maputo	92.680928539	138
Mozambique	1995	Maputo	63.923532089	138
Mozambique	1994	Maputo	42.375967228	14,138
Mozambique	1986	Maputo	100	138
Mozambique	1985	Maputo	88.957055215	138
Mozambique	1984	Maputo	59.509202454	138
Mozambique	1983	Maputo	47.54601227	138
Mozambique	1982	Maputo	37.73006135	138
Mozambique	1981	Maputo	30.981595092	138
Mozambique	1980	Maputo	30.674846626	138,139
Mozambique	1976	Maputo	100	138
Mozambique	1975	Maputo	92.338709677	138
Mozambique	1974	Maputo	82.661290323	138
Mozambique	1973	Maputo	67.741935484	138
Mozambique	1972	Maputo	68.951612903	138
Mozambique	1971	Maputo	60.483870968	138
Mozambique	1970	Maputo	53.225806452	138
Mozambique	1969	Maputo	50.403225806	138
Myanmar	2008	Not applicable	638.25055597	
Myanmar	2007	Not applicable	493.90120628	
Myanmar	2006	Not applicable	365.66480221	
Myanmar	2005	Not applicable	303.20776333	
Myanmar	2004	Not applicable	277.45131074	
Myanmar	2003	Not applicable	274.31093739	
Myanmar	2002	Not applicable	201.21301975	
Myanmar	2001	Not applicable	119.5430959	
Myanmar	2000	Not applicable	100	
Myanmar	1999	Not applicable	102.61473145	
Myanmar	1999	Yangon	997.01110162	1
Myanmar	1998	Yangon	834.62852263	1
Myanmar	1998	Not applicable	84.102702338	
Myanmar	1997	Not applicable	67.389985848	
Myanmar	1997	Yangon	548.24935952	1
Myanmar	1996	Yangon	420.66609735	1
Myanmar	1995	Yangon	353.88556789	1
Myanmar	1994	Yangon	281.12724167	1
Myanmar	1993	Yangon	233.85994876	1
Myanmar	1992	Yangon	168.4030743	1
Myanmar	1991	Yangon	137.48932536	1
Myanmar	1990	Yangon	100	1
Myanmar	1989	Yangon	83.859948762	1
Myanmar	1988	Yangon	65.286080273	1
Myanmar	1987	Yangon	54.099060632	1
Myanmar	1986	Yangon	42.698548249	1,2
Myanmar	1985	Yangon	40.193969094	1
Myanmar	1984	Yangon	36.663417755	1
Myanmar	1983	Yangon	36.029729053	1
Myanmar	1982	Yangon	32.981988153	1
Myanmar	1981	Yangon	31.895664664	1
Myanmar	1980	Yangon	33.344095983	1
Myanmar	1979	Yangon	32.770758586	1,2
Myanmar	1978	Yangon	31.033797257	1
Myanmar	1977	Yangon	33.497028022	1
Myanmar	1976	Yangon	34.536823607	1
Myanmar	1975	Yangon	29.311387776	1
Myanmar	1974	Yangon	21.596263278	1
Myanmar	1973	Yangon	17.290239574	1
Myanmar	1972	Yangon	13.228951472	1
Myanmar	1971	Yangon	11.805516293	1
Myanmar	1970	Yangon	11.523739627	1
Myanmar	1969	Yangon	12.428599908	1
Namibia	2008	Not applicable	156.62466247	140
Namibia	2007	Not applicable	133.84338434	140
Namibia	2006	Not applicable	119.26192619	140
Namibia	2005	Not applicable	111.97119712	140
Namibia	2004	Not applicable	110.3510351	140
Namibia	2004	Windhoek	147.06121737	
Namibia	2003	Windhoek	144.08464624	
Namibia	2003	Not applicable	109.45094509	140
Namibia	2002	Not applicable	100	140
Namibia	2002	Windhoek	133.23062613	
Namibia	2001	Windhoek	111.45282251	
Namibia	2000	Windhoek	100	
Namibia	1999	Windhoek	93.529445962	
Namibia	1998	Windhoek	88.599500029	
Namibia	1997	Windhoek	86.274053834	
Namibia	1996	Windhoek	80.111621417	
Namibia	1995	Windhoek	75.111912098	
Namibia	1994	Windhoek	67.321667345	
Namibia	1993	Windhoek	59.473286437	
Namibia	1992	Windhoek	55.868844835	
Namibia	1991	Windhoek	46.683332364	
Namibia	1990	Windhoek	44.067205395	
Namibia	1989	Windhoek	37.555956049	
Namibia	1988	Windhoek	31.974885181	
Namibia	1987	Windhoek	27.90535434	
Namibia	1986	Windhoek	23.835823499	
Namibia	1985	Windhoek	20.929015755	
Namibia	1984	Windhoek	19.766292657	
Namibia	1983	Windhoek	18.022208011	
Nepal	2008	Not applicable	158.78833209	
Nepal	2007	Not applicable	139.56619297	
Nepal	2006	Not applicable	129.09498878	
Nepal	2005	Not applicable	120.26925954	
Nepal	2004	Not applicable	112.86462229	
Nepal	2003	Not applicable	110.09723261	
Nepal	2002	Not applicable	104.41286462	
Nepal	2001	Not applicable	101.34629768	
Nepal	2000	Not applicable	100	
Nepal	1999	Not applicable	102.76738968	
Nepal	1998	Not applicable	95.437546746	
Nepal	1997	Not applicable	82.722513089	
Nepal	1996	Not applicable	78.608825729	2
Nepal	1995	Not applicable	71.032339134	
Nepal	1994	Not applicable	66.144283266	
Nepal	1993	Not applicable	61.056261477	
Nepal	1992	Not applicable	57.879025162	
Nepal	1991	Not applicable	49.058306165	
Nepal	1990	Not applicable	41.504038005	
Nepal	1989	Not applicable	38.704515099	
Nepal	1988	Not applicable	35.149565377	
Nepal	1987	Not applicable	32.527789957	2
Nepal	1986	Not applicable	28.944567317	
Nepal	1985	Not applicable	23.598431937	
Nepal	1984	Not applicable	22.065107833	
Nepal	1983	Not applicable	21.991311486	
Nepal	1982	Not applicable	19.359241767	
Nepal	1981	Not applicable	17.145351349	
Nepal	1980	Not applicable	15.489033332	
Nepal	1979	Not applicable	13.234144943	
Nepal	1978	Not applicable	13.02915509	
Nepal	1977	Not applicable	12.020605011	
Nepal	1976	Not applicable	10.700470354	
Nepal	1975	Not applicable	11.602425709	
Nepal	1974	Not applicable	11.061252496	
Netherlands	2008	Not applicable	115.57776	54
Netherlands	2007	Not applicable	109.41549	2,54
Netherlands	2006	Not applicable	108.3	54
Netherlands	2005	Not applicable	106.5	54
Netherlands	2004	Not applicable	107.8	54
Netherlands	2003	Not applicable	111.7	54
Netherlands	2002	Not applicable	110.5	54
Netherlands	2001	Not applicable	107	54
Netherlands	2000	Not applicable	100	2,54
Netherlands	1999	Not applicable	99.150141643	54
Netherlands	1998	Not applicable	97.922568461	54
Netherlands	1997	Not applicable	95.845136922	54
Netherlands	1996	Not applicable	94.33427762	54
Netherlands	1995	Not applicable	94.428706327	54,89
Netherlands	1994	Not applicable	108.8	54
Netherlands	1993	Not applicable	106.9	54
Netherlands	1992	Not applicable	106.1	54
Netherlands	1991	Not applicable	103.4	54
Netherlands	1990	Not applicable	100	2,54
Netherlands	1989	Not applicable	97.821782178	54
Netherlands	1988	Not applicable	97.02970297	54
Netherlands	1987	Not applicable	96.732673267	54
Netherlands	1986	Not applicable	98.217821782	54
Netherlands	1985	Not applicable	99.00990099	2,54
Netherlands	1984	Not applicable	98.253458623	54
Netherlands	1983	Not applicable	94.387197633	54
Netherlands	1982	Not applicable	93.882902722	54
Netherlands	1981	Not applicable	88.671855301	54
Netherlands	1980	Not applicable	84.049151944	54
Netherlands	1979	Not applicable	80.098841803	54
Netherlands	1978	Not applicable	78.417858764	54
Netherlands	1977	Not applicable	77.745465548	54
Netherlands	1976	Not applicable	73.711106255	54
Netherlands	1975	Not applicable	67.323370707	54
Netherlands	1974	Not applicable	62.280421591	54
Netherlands	1973	Not applicable	57.657718234	54
Netherlands	1972	Not applicable	53.371211484	54
Netherlands Antilles	2008	Curaçao	171.61662587	
Netherlands Antilles	2007	Curaçao	144.96451049	2
Netherlands Antilles	2006	Curaçao	133.04195804	
Netherlands Antilles	2005	Curaçao	123.25174825	
Netherlands Antilles	2004	Curaçao	114.68531469	
Netherlands Antilles	2003	Curaçao	109.52797203	
Netherlands Antilles	2002	Curaçao	107.25524476	
Netherlands Antilles	2001	Curaçao	103.40909091	
Netherlands Antilles	2000	Curaçao	100	
Netherlands Antilles	1999	Curaçao	94.055944056	
Netherlands Antilles	1998	Curaçao	92.22027972	
Netherlands Antilles	1997	Curaçao	91.083916084	
Netherlands Antilles	1996	Curaçao	88.986013986	2
Netherlands Antilles	1995	Curaçao	84.643496503	
Netherlands Antilles	1994	Curaçao	80.585734266	
Netherlands Antilles	1993	Curaçao	78.663636364	
Netherlands Antilles	1992	Curaçao	76.243216783	
Netherlands Antilles	1991	Curaçao	74.178741259	
Netherlands Antilles	1990	Curaçao	69.195524476	
Netherlands Antilles	1989	Curaçao	64.283496503	
Netherlands Antilles	1988	Curaçao	60.296923077	
Netherlands Antilles	1987	Curaçao	55.954405594	
Netherlands Antilles	1986	Curaçao	53.178041958	
Netherlands Antilles	1985	Curaçao	52.394965035	
Netherlands Antilles	1984	Curaçao	52.893286713	
Netherlands Antilles	1983	Curaçao	51.754265734	
New Caledonia	2008	Nouméa	119.05612245	141
New Caledonia	2007	Nouméa	114.53231293	141
New Caledonia	2006	Nouméa	113.01020408	141
New Caledonia	2005	Nouméa	109.69387755	141
New Caledonia	2004	Nouméa	108.24829932	141
New Caledonia	2003	Nouméa	106.97278912	141
New Caledonia	2002	Nouméa	105.0170068	141
New Caledonia	2001	Nouméa	102.55102041	141
New Caledonia	2000	Nouméa	100	141
New Caledonia	1999	Nouméa	99.404761905	141
New Caledonia	1998	Nouméa	98.469387755	141
New Caledonia	1997	Nouméa	97.363945578	141
New Caledonia	1996	Nouméa	93.792517007	141
New Caledonia	1995	Nouméa	91.071428571	141
New Caledonia	1994	Nouméa	90.306122449	141
New Caledonia	1993	Nouméa	87.5	2,141
New Caledonia	1992	Nouméa	84.098639456	141
New Caledonia	1991	Nouméa	81.90544205	141
New Caledonia	1990	Nouméa	79.374348326	141
New Caledonia	1989	Nouméa	79.217914845	141
New Caledonia	1988	Nouméa	75.817050965	141
New Caledonia	1987	Nouméa	73.354787972	141
New Caledonia	1986	Nouméa	74.043095289	141
New Caledonia	1985	Nouméa	74.712630588	141
New Caledonia	1984	Nouméa	71.036443781	141
New Caledonia	1983	Nouméa	65.254662319	141
New Caledonia	1982	Nouméa	57.623837109	141
New Caledonia	1981	Nouméa	49.833449749	141
New Caledonia	1980	Nouméa	42.502976823	141
New Caledonia	1979	Nouméa	38.144740039	141
New Caledonia	1978	Nouméa	36.470901791	141
New Caledonia	1977	Nouméa	34.23703168	141
New Caledonia	1976	Nouméa	32.560064763	141
New Caledonia	1975	Nouméa	31.443129707	14,141
New Caledonia	1973	Nouméa	100	141
New Caledonia	1972	Nouméa	93.780210407	141
New Caledonia	1971	Nouméa	86.643446119	141
New Caledonia	1970	Nouméa	80.132214956	141
New Caledonia	1969	Nouméa	72.831959056	141
New Zealand	2008	Not applicable	130.19142999	
New Zealand	2007	Not applicable	120.62980703	
New Zealand	2006	Not applicable	116.21496289	2
New Zealand	2005	Not applicable	113.11232063	
New Zealand	2004	Not applicable	110.31667491	
New Zealand	2003	Not applicable	109.42602672	
New Zealand	2002	Not applicable	109.35180604	
New Zealand	2001	Not applicable	106.03661554	
New Zealand	2000	Not applicable	100	
New Zealand	1999	Not applicable	98.723404255	
New Zealand	1998	Not applicable	97.72389906	2
New Zealand	1997	Not applicable	94.65309262	
New Zealand	1996	Not applicable	92.666100218	
New Zealand	1995	Not applicable	91.401650507	
New Zealand	1994	Not applicable	90.227518633	
New Zealand	1993	Not applicable	90.588789979	
New Zealand	1992	Not applicable	89.595293778	
New Zealand	1991	Not applicable	89.504975941	
New Zealand	1990	Not applicable	88.692115413	14
New Zealand	1989	Not applicable	93.245614035	
New Zealand	1988	Not applicable	85.789473684	2
New Zealand	1987	Not applicable	80.793593251	
New Zealand	1986	Not applicable	71.339023828	
New Zealand	1985	Not applicable	64.033220183	
New Zealand	1984	Not applicable	55.814191082	
New Zealand	1983	Not applicable	52.730712191	
New Zealand	1982	Not applicable	50.678640873	
New Zealand	1981	Not applicable	45.129453251	
New Zealand	1980	Not applicable	38.650924431	
New Zealand	1979	Not applicable	32.081073065	
New Zealand	1978	Not applicable	27.33767261	
New Zealand	1977	Not applicable	24.705434532	
New Zealand	1976	Not applicable	21.106251854	
New Zealand	1975	Not applicable	17.807896385	
New Zealand	1974	Not applicable	16.099627591	
New Zealand	1973	Not applicable	14.428962199	
New Zealand	1972	Not applicable	12.978545299	
New Zealand	1971	Not applicable	12.393006624	
New Zealand	1970	Not applicable	11.356227136	
Nicaragua	2008	Not applicable	242.8	142
Nicaragua	2007	Not applicable	188.9	142
Nicaragua	2006	Not applicable	162.5	142
Nicaragua	2005	Not applicable	149	142
Nicaragua	2004	Not applicable	133.6	142
Nicaragua	2003	Not applicable	120.66	142
Nicaragua	2002	Not applicable	115.67	142
Nicaragua	2001	Not applicable	112.09	142
Nicaragua	2000	Managua	100	143
Nicaragua	1999	Managua	95.224817009	143
Nicaragua	1999	Not applicable	100	142
Nicaragua	1998	Managua	90.304403393	143
Nicaragua	1997	Managua	79.022888347	143
Nicaragua	1996	Managua	72.446845591	143
